,bibliography,date,date_modified,headword,morph_type,note,other_sources,pronunciation,sense,these_vars,variant_of
hyng_db4ae79c-798a-4209-b026-517e5edf7160,,2018-03-28T01:58:07Z,2018-03-28T01:58:07Z,hyng,phrase,"{'Note': ""found in cartilha 4; lição 10; given in Weir 1990 as (nɨng) 'go.downriver'""}",,hɨŋ,,,"{'adëëh hỹng_989b21e0-acb9-4328-a6ee-5a7508189a0a': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
ah&apos;ỹỹ_014da936-e5cd-4990-ada4-17cbaa8a737a,,2018-03-23T16:11:38Z,2020-01-22T21:25:22Z,ah'ỹỹ,stem,{'bibliography': 'encontrado em cartilha 4; lição 17'},{},ahɨ̰̃:,,,"{'ahỹỹh_f733ec49-2377-44b4-8f60-a93e6a22ff4e': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
jʹeenh_033fa6a4-bc25-446d-8349-5ce48c651c79,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,jʹeenh,stem,{'bibliography': 'encontrado em cartilha 4; lições 2; 3 e 12; cada vez com sentido futuro'},{},jḛ:ɲ,['76dbc6d9-b69a-428f-8404-501dd5aa7637'],,
og_0494a7fa-d8da-4ac0-91c0-9a9720cc9179,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,og,stem,{'bibliography': 'encontrado em cartilha 4; lição 3; ortografia não certa'},{},og,['9590b51f-1870-494d-872b-0b8ee8932571'],,
matëh_0577a7cf-1a2c-4828-a81c-ecff2bab519b,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,matëh,stem,{'bibliography': 'cartilha 4; lição 13'},{},matəh,,,"{'03c77401-7d29-449e-8690-79b696621935': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
ta nyy_0c041358-e3a3-4af9-bd2e-8f9a831c1cfd,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,ta nyy,phrase,{'bibliography': 'cartilha 4; lição 14'},{},ta nɨ:,,,"{'28b93402-207f-4897-bcc9-bc03eac8c7f2': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
tarabʹiir_0f63a383-1083-460b-8cde-add3326cf317,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,tarabʹiir,stem,{'bibliography': 'encontrado em cartilha 4; lição 3'},{},taɾabḭ:ɾ,['a5b82222-a737-4e50-89de-da16ef801861'],"{'taɾabḭɾ_7419cdf8-6b8c-44f5-9517-0b846de8ecca': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'minhoca'}}",
wäd_0fb08e70-34d6-402e-9b3a-7a92602c7e34,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,wäd,stem,{'bibliography': 'encontrado em cartilha 4; lições 2; 4; 5; 15; 17; 18 e 15'},{},wʌd,['814d3c1a-fc0d-4a28-ab96-64634384e8ad'],,
gawëëj1_1029c2ef-cd3b-4bc9-8838-8dc00dd5d4a2,,2018-03-08T07:17:52Z,2020-01-25T04:34:58Z,gawëëj,stem,{'bibliography': 'cartilha 4; lição 14'},{},gawə:j,,,"{'af14f041-4eb0-4cc5-a2b4-4eca984911d4': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
mo nʹaa kawʹaat_11949e62-048c-4747-ae3a-be8077dfb1de,,2018-03-20T23:00:19Z,2018-06-20T01:06:55Z,mo nʹaa kawʹaat,phrase,{'bibliography': 'encontrado en cartilha 4; lição 2'},{},mo na̰: kawa̰:t,,,"{'moo nʹaa kawʹaat_82d0dccc-bff7-4bfb-802a-812407c55172': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
hatsẽs_12db76ea-c8ac-4f15-89a5-0229f5a6c28b,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,hatsẽs,stem,{'bibliography': 'encontrado em cartilha 4; lição 10'},{},haɟɛ̃ʃ,['24591e08-6e9a-4017-823b-a34774d951a7'],,
akyd_12fe21f8-bb0e-4ae4-b9d8-6a5754cbcb92,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,akyd,stem,{'bibliography': 'encontrado em cartilha 4; lição 15'},{},akɨd,['880998ae-bfd2-4d3d-86d3-d0dde93b5c51'],,
tʹaa_1946e94e-257b-4abb-ba27-f36c932c0ca0,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,tʹaa,stem,{'bibliography': 'cartilha 4; lição 13'},{},ta̰:,,,"{'000ae3b8-8b94-4104-a444-cd9775352e8c': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
kawëh_1ed49874-cf31-4bdc-b76e-7f3ae9b5ce23,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,kawëh,stem,{'bibliography': 'encontrado em cartilha 4; licão 14'},{},kawəh,['6eb011c0-fcdb-4af8-af50-6a4126655604'],,
ỹỹ3_1fab850f-da95-4fff-8e60-596d84365d2f,,2018-03-08T07:17:53Z,2018-06-20T01:10:35Z,ỹỹ,stem,{'bibliography': 'cartilha 4; lição 14'},{},ɨ̃:,,,"{'100f0c7d-1293-4388-92a5-114850f3136e': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
paa_2087aff1-e889-4f5e-981c-e1f275c4e308,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,paa,stem,{'bibliography': 'cartilha 4; lições 5 e 15'},{},pa:,,,"{'18bb2726-1e99-418a-ad5b-537ea67f2ac5': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
nena_23aa9211-d303-4038-9a0f-a0ea57305ae9,,2018-03-26T14:47:07Z,2018-06-20T01:06:55Z,nena,stem,{'bibliography': 'encontrado em cartilha 4; lição 3'},{},nena,['b6bb5c0e-0f82-44d6-94fe-a7c2d106d127'],,
agëëm_25a0d00f-c8c7-4836-8947-123a3ffb510a,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,agëëm,stem,{'bibliography': 'aparece em lição 5 junto ao prefixo rab- uma vez e ram- outra'},{},agə:m,['cb6e0add-0958-4286-a975-1f7436e47ba6'],"{'egëëm_445eebc6-c3cd-4449-aa4a-78db684115fd': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",
hajʹeenh_26f01a55-fea3-44d8-a432-919f084afb5f,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,hajʹeenh,phrase,{'bibliography': 'encontrado em cartilha 4; lição 3'},{},hajḛ:ɲ,['4f28851e-1c45-48d6-a628-c0f98b840ed6'],,
asa_288fad24-f3f1-40b6-88cc-b242640222e3,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,asa,stem,{'bibliography': 'encontrado em cartilha 4; lição 15'},{},aʃa,['17ffc5b1-8803-4b0c-be28-8aa42432cfcd'],,
bata_2a83b20d-dd53-4b7c-aac9-c6d4dab26109,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,bata,stem,{'bibliography': 'encontrado em cartilha 4; lição 9'},{},bata,['ea81e9aa-29dc-424f-8f46-b004cb0d4c84'],,
basõõ_2b475341-a5d9-486f-be00-c1190b84224d,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,basõõ,stem,{'bibliography': 'encontrado em cartilha 4; lição 10'},{},baʃõ:,['dab0ecc1-ad16-432a-a1aa-ab00d62e355a'],,
rama_2bfdf4f7-0c51-480a-938a-c1dcea2924f9,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,rama,stem,{'bibliography': 'encontrado em cartilha 4; lição 11'},{},ɾama,['2903878f-fea7-478b-a1bd-4c7c6a4ab183'],,
tame_31e29a2f-491b-4003-a502-dfec5bc71c0f,,2018-03-08T07:17:53Z,2018-06-20T01:10:35Z,tame,stem,{'bibliography': 'cartilha 4; lição 5'},{},tame,,,"{'a0d825d5-a0ae-402d-8201-6805e39cad0b': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
baoom_35359f04-bd23-4f7f-a81a-d7182961903f,,2018-03-23T16:13:58Z,2018-06-20T01:06:55Z,baoom,stem,{'bibliography': 'encontrado em cartilha 4; lição 17'},{},bao:m,['e6913542-93c7-4295-bd41-d28397f714d6'],,
bada_3607fbf6-6d6b-4cfd-92a8-0ba96e99f2ff,,2018-03-08T07:17:52Z,2019-12-21T00:41:35Z,bada,stem,{'bibliography': 'cartilha 4; lições 8 e 15'},{},bada,,,"{'null': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
tũũ_3b535375-c8fc-4f63-bb26-128f9d1c478f,,2018-03-23T14:42:33Z,2018-06-20T01:06:55Z,tũũ,stem,{'bibliography': 'encontrado em cartilha 4; lição 16'},{},tũ:,,,"{'tũũh_1b11b954-a8f9-47e3-8041-e7ad344c4fb6': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
hʹỹỹb baoom_3e0aea77-e698-42a0-a972-531ee834a420,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,hʹỹỹb baoom,phrase,{'bibliography': 'encontrado em cartilha 4; lição 17'},{},hɨ̰̃:b bao:m,['1ea34d7f-91ac-4226-baeb-2754b4dfddc4'],,
ahũũk_3e8c2dfa-419e-441c-b8a7-5792c1618c8d,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,ahũũk,stem,{'bibliography': 'cartilha 4; lição 16'},{},ahũ:k,,,"{'391d2895-022d-4e26-9e36-1d6993578635': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
hõõnh_42868451-c808-4d59-afa0-bd2bce2b61dc,,2018-03-23T14:30:22Z,2018-06-20T01:06:55Z,hõõnh,stem,{'bibliography': 'encontrado em cartilha 4; lição 15'},{},hõ:ɲ,['b49180bf-eefb-4aa6-8293-79d90f0ee643'],,
hegãã_42931715-9a8f-4865-830c-5c56430ab5a6,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,hegãã,stem,{'bibliography': 'encontrado em cartilha 4; licão 14'},{},hegã:,['d921a3d7-8633-41bd-a115-4c3c4eb18724'],,
hoonh1_485e1de8-8cfa-4e5a-aa46-f0bc283b8323,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,hoonh,stem,{'bibliography': 'encontrado em cartilha 4; lição 15'},{},ho:ɲ,['06714875-94ad-416a-bcc6-9d944aea9e37'],,
tii1_487f32cf-ecef-4acb-b46f-049fe7ed4361,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,tii,stem,{'bibliography': 'parece ter uso verbal em muitas lições em cartilha 4'},{},ti:,['2b8284c8-5ded-444a-ba33-54dd77d36f31'],,
nayyw_48c32115-3de9-4059-b1d6-c262a1704223,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,nayyw,stem,{'bibliography': 'cartilha 4; lição 3'},{},naɨ:w,,,"{'c0c5edbd-74b4-4633-b165-391c649d9aa5': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
haja_49f6d689-75ba-4e67-ac49-a2dc99d9a511,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,haja,stem,{'bibliography': 'cartilha 4; lição 6'},{},haja,,,"{'9f7fc33b-9323-4f28-9524-ede88d422f89': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
hõm_4a712cc3-64f7-4370-a697-8992d4110af5,,2018-03-08T07:17:53Z,2019-11-21T21:17:40Z,hõm,root,{'bibliography': 'encontrado em cartilha 4; lição 7'},{},hõm,['f8004460-d3fe-4c66-bf50-ba9eba0950ee'],"{'kõm_3ade4628-db94-4ccf-949d-5a7dd7f9a3dc': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}","{'ahõm2_558e9afc-9ba2-4539-a7f6-4f97c105a800': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
petsʹyyt_4aef1e79-faa6-48c5-9b25-917643b48366,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,petsʹyyt,stem,{'bibliography': 'encontrado em cartilha 4; lição 9'},{},peɟɨ̰:t,['3e564fed-1b46-482f-929d-92e33203a8cc'],,
hadʹyyk do_4c8177bb-2375-4df9-9160-25cf0798c70f,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,hadʹyyk do,phrase,{'bibliography': 'encontrado em cartilha 4; lição 17; ortografia não certa'},{},hadɨ̰:k do,['2e14583d-c1fc-4c23-b567-77ca4e92105d'],,
akus_532675cd-55f8-4daf-91ac-6fb60478016d,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,akus,stem,{'bibliography': 'cartilha 4; lição 4'},{},akuʃ,,,"{'b4be0a8d-cf7e-494d-8e8e-8d6bb5d7e987': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
bahesoos_543ac391-204a-45b6-b0db-ba18adc0f810,,2018-03-08T07:17:52Z,2018-06-20T01:06:55Z,bahesoos,stem,{'bibliography': 'encontrado em cartilha 4; lição 15'},{},baheʃo:ʃ,['d9e7710b-5ebf-48fe-981c-04fb08923ae3'],,
asʹop_55e919f1-5e17-4f6d-9559-021124620cff,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,asʹop,stem,{'bibliography': 'cartilha 4; lição 4'},{},aʃo̰p,,,"{'ff3c1d3f-d6c2-41ac-97d2-91bfeff55db5': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
dyg_581fa819-9726-49ef-9ad8-ab518abf0284,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,dyg,stem,{'bibliography': 'encontrado em cartilha 4; lição 17'},{},dɨg,['58e9f804-b840-4585-b94d-84c873052889'],,
däk_5a08046d-1fe7-4f4c-90da-d3954401cd24,,2018-03-08T07:17:53Z,2018-06-20T02:20:18Z,däk,stem,"{'bibliography': 'Weir 1986; 1990 (translated to Port. MS), cartilha 4; lição 10'}",{},dʌk,['450e9534-c055-4c95-bead-8ed86564fd80'],,
bakõm_5b96fb5b-7007-416d-a88e-90c0d01888c3,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,bakõm,stem,{'bibliography': 'encontrado em cartilha 4; lição 13'},{},bakõm,['432baa2e-0961-495d-83aa-0cf6031e6f9f'],,
ju_5dae869a-3b1b-46a6-8326-74a340630984,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,ju,stem,{'bibliography': 'encontrado em cartilha 4; licão 14'},{},ju,['4a4f2624-50f9-4820-a471-57c867677cd3'],,
nyy1_643d5c8a-5d5e-45f2-8593-948d3196fec9,,2018-03-08T07:17:52Z,2020-01-25T04:46:22Z,nyy,stem,{'bibliography': 'cartilha 4; lição 3'},{},nɨ:,,,"{'null': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
hỹỹ kä_6528ead9-964c-4e32-81dc-b4d3af78022f,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,hỹỹ kä,phrase,{'bibliography': 'encontrado em cartilha 4; lição 10'},{},hɨ̃: kʌ,['5656d713-3822-47ea-b033-712fee272f13'],,
terʹood_65ad6eee-f8b9-44d1-8184-e611ee027971,,2018-03-08T07:17:53Z,2018-06-20T01:10:35Z,terʹood,stem,{'bibliography': 'cartilha 4; lição 2'},{},teɾo̰:d,,,"{'cb5a288a-7be4-4c63-b65b-7763c235b6d4': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
ty1_661588a1-d6ed-4426-a16d-c316492616e3,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,ty,stem,{'bibliography': 'encontrado em cartilha 4; lição 9'},{},tɨ,['a913ccd8-0fe1-44cd-a1a4-d3ef21fb5ef1'],,
dyyk_6a1391bb-1f7a-4415-8f8e-23390fb46721,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,dyyk,stem,{'bibliography': 'encontrado em cartilha 4; lição 17'},{},dɨ:k,['1f31e411-b8d6-4065-9a00-dbe41c015322'],,
ti1_6e529536-55b7-49da-b65f-093cf90a0686,,2018-03-08T07:17:53Z,2020-01-26T04:38:27Z,ti,stem,"{'bibliography': 'Epps/Obert; fieldnotes 2019, encontrado em cartilha 4; varias lições'}",{},ti,['c3e01ab7-5336-425c-a22a-b2c899a7bf44'],,
wʹoo_7129100e-d981-4dd4-bc48-1b86037bb2d4,,2018-03-27T01:19:51Z,2018-06-20T01:06:55Z,wʹoo,stem,{'bibliography': 'encontrado em cartilha 4; lição 9'},{},wo̰:,['56727307-2282-4207-93dc-a654ba1546e5'],,
so_72a73287-e2c7-4dff-9dc7-0822773c112e,,2018-03-22T21:11:58Z,2018-06-20T01:06:55Z,so,stem,{'bibliography': 'encontrado em cartilha 4; lição 13'},{},ʃo,['2609dc14-ca0a-4829-8ddc-98006e925d6e'],,
enä_7325b2db-5108-4af0-a8cd-e247a9f21bba,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,enä,stem,{'bibliography': 'cartilha 4; lição 9'},{},enʌ,,,"{'95d309a8-a9c1-4233-9460-e9a32e63560f': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
hʹoo1_746c2ad7-35e8-4088-9b55-252da268e7a8,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,hʹoo,stem,{'bibliography': 'cartilha 4; lição 14'},{},ho̰:,,,"{'bcb81019-a9e2-487c-a95d-81fc3143d276': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
gewäs_7b637ee7-984b-4a3f-8165-1af25e1fb93a,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,gewäs,stem,{'bibliography': 'encontrado em cartilha 4; lição 9'},{},gewʌʃ,['2afc47f2-57a2-452f-97a7-ea21364d0f2c'],,
rogada_7c987dc6-5e5e-4d02-bf66-50682951c138,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,rogada,stem,{'bibliography': 'encontrado em cartilha 4; lição 3'},{},ɾogada,['c903b261-0a4a-40a4-8770-04ed1ff16efa'],,
moo kamehããg_7d7d5a40-00e6-4495-92d8-70c2f41170b6,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,moo kamehããg,phrase,{'bibliography': 'cartilha 4; lição 15'},{},mo: kamehã:g,,,"{'e05e7677-4e81-4cfa-92cf-48e4334f35a1': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
bahe1_838757f3-eee2-4b0d-a274-7241484e3c22,,2018-03-08T07:17:53Z,2019-01-14T03:36:18Z,bahe,stem,"{'bibliography': ""se traduz a 'paca' em cartilha 4; lição 18  lição 17""}",{},bahe,['4973e187-e38a-4d79-b74e-f248f36194ed'],"{'baheʔ_b892b074-66d7-4798-957b-c47f6bcb5e01': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'cutia'}}",
mo hajʹaa_848df29e-e1a4-4336-95fe-fa222b76d202,,2018-03-08T07:17:52Z,2020-01-03T16:56:41Z,mo hajʹaa,phrase,{'bibliography': 'cartilha 4; lições 1 11 e 17'},{},mo haja̰:,,,"{'3145b43d-25c5-4e04-84cc-e13164a051a2': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
gẽẽ_858f47d7-80ff-4b93-886a-a0df148bff9b,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,gẽẽ,stem,"{'bibliography': ""encontrado em cartilha 4; lição 16 (talvez relacionado com g'ẽẽ?)""}",{},gɛ̃:,['23972b04-5d78-4541-b210-71277fe3b508'],,
bana_85922b78-3029-43c8-a2f0-eff81b81374f,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,bana,stem,{'bibliography': 'encontrado em cartilha 4; lição 4'},{},bana,['67ee527b-5ab8-479f-acf1-a3e34c1f502f'],,
bakäng_87ce9273-a96f-4695-a969-96fee8d7ef56,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,bakäng,stem,{'bibliography': 'encontrado em cartilha 4; lição 13'},{},bakʌŋ,['6374a303-c5e6-4b2b-9b57-c08c18b51916'],,
soo2_8c72a4e6-a298-4991-89a0-a108f36216ae,,2018-03-27T21:00:16Z,2018-06-20T01:06:55Z,soo,stem,{'bibliography': 'encontrado em cartilha 4; lição 2'},{},ʃo:,,,"{'sooh_e9c38f60-21ca-4df6-98bc-73b6d002930b': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
hóh_8d4bb317-f8b3-4aad-955a-878306ba217e,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,hóh,stem,{'bibliography': 'encontrado em cartilha 4; lição 6'},{},hɔh,['0b9287cf-a869-45e9-962a-288d71b29ff5'],,
tóh_8d972ca7-eb48-44bc-8a28-75acfa8f6be2,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,tóh,stem,{'bibliography': 'encontrado em cartilha 4; lição 5'},{},tɔh,['baa9fb77-a93c-4e8d-9af2-10f58eff43fc'],,
wag_8e115e84-a585-4b9b-b928-f6f64aa36701,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,wag,stem,{'bibliography': 'encontrado em cartilha 4; lição 3'},{},wag,['e236ec8b-9350-4124-b3af-c55a895b529a'],,
gëëbã_8f10f39a-ec63-481b-9f21-33a2727a45b9,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,gëëbã,stem,{'bibliography': 'encontrado em cartilha 4; lição 16'},{},gə:bã,['effb7c71-559d-46ab-8522-7f609a9c5f3c'],,
rahana_9124a74d-9b78-4331-acbf-99f4a85482e2,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,rahana,stem,{'bibliography': 'cartilha 4; lição 3'},{},ɾahana,,,"{'1fac5b2e-aea1-4a02-9450-9d9f9c569943': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
gabok_9288536e-4047-4b13-aedb-1a10b207ea07,,2018-03-26T16:29:15Z,2018-06-20T01:06:55Z,gabok,stem,{'bibliography': 'cartilha 4; lição 4'},{},gabok,['282db821-28d3-43a6-bfd5-5f739c562939'],,
gʹẽẽ1_940cc5b0-93a4-4d38-ad1a-77c33f6a1ca2,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,gʹẽẽ,stem,{'bibliography': 'encontrado em cartilha 4; lição 13'},{},gḛ̃:,['9d03c8d2-918e-429c-9f37-ce8d5b64df51'],,
dakë_9477178e-c20a-43b8-b4e9-7a91edfad5f8,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,dakë,stem,{'bibliography': 'cartilha 4; lição 16'},{},dakə,,,"{'339a2390-193b-4e46-b7d9-76429e5bf07d': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
tsararẽ1_96b419bd-f0c2-42c9-a596-bdce3e86020d,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,tsararẽ,stem,"{'bibliography': ""se traduz 'ser torcido' em cartilha 4; lição 13 cartilha 4; lição 9""}",{},ɟaɾaɾɛ̃,['9727a434-1d36-4144-bdfa-e890bc9b7624'],,
ekëë doo_9710386f-19fa-44d9-ae2e-128d33cbf1d5,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,ekëë doo,phrase,{'bibliography': 'cartilha 4; lição 13'},{},ekə: do:,,,"{'51b22271-5de7-46ee-8e60-315236f46b28': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
häng_9c3d24d0-89e3-4dbc-87a1-9a9ceca642a6,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,häng,stem,{'bibliography': 'encontrado em cartilha 4; licão 14'},{},hʌŋ,['d53410b3-307e-4e17-9710-01c6015cee6b'],,
gawʹëës_9e8c3242-9648-4b6e-8915-90a6b6dc4036,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,gawʹëës,stem,{'bibliography': 'encontrado em cartilha 4; lição 6'},{},gawə̰:ʃ,['c0c5d23e-3f56-48b5-a06e-46c9e2be5126'],,
busuuh_a1465308-0514-409a-bd7b-d802129976d5,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,busuuh,stem,{'bibliography': 'encontrado em cartilha 4; lição 2'},{},buʃu:h,['b1601ccf-4cca-4c12-8c21-e57e47975ec6'],,
kajajä̃n_a198d2fa-be4a-4054-8fb1-7ab2159a74d9,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,kajajä̃n,stem,{'bibliography': 'encontrado em cartilha 4; lição 17'},{},kajajʌ̃n,['ed15c35a-3252-4d15-a128-6b5eafbbf5c4'],,
taso_a1fdbd00-3580-4c9e-9ee9-4c8fd4f4ded0,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,taso,stem,{'bibliography': 'encontrado em cartilha 4; lições 8 e 17'},{},taʃo,['81d7e359-3648-41a4-9768-f71bf2a10c3b'],,
getsëk_a7a832cd-2d78-4d1b-9e52-5a79e3c734ce,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,getsëk,stem,{'bibliography': 'encontrado em cartilha 4; lição 9'},{},geɟək,['88e4770f-4dae-4f75-b006-5f244ab11a8f'],,
kʹyy esog_a7b00882-9a97-493e-a1fe-18ab5df56fc6,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,kʹyy esog,phrase,{'bibliography': 'cartilha 4; lição 13'},{},kɨ̰: eʃog,,,"{'bec9b566-b890-407f-a113-e55415975597': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
jat_a953c0b2-bd7e-45ad-8a54-821e3aa417b3,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,jat,stem,{'bibliography': 'cartilha 4 (varias lições) lições)'},{},jat,,,"{'5d24971c-7fce-49dc-9988-bb1f09205e3c': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
kyyh_abaed6a6-acab-4bad-9909-83f48cf3c884,,2018-03-08T07:17:53Z,2019-11-06T14:29:12Z,kyyh,root,"{'bibliography': 'Epps/Obert; fieldnotes 2019, encontrado em cartilha 4; lições 5 e 13'}",{},kɨ:h,"['c20b16fb-880d-4de4-aa1c-8ecbe9fd00d1', 'c1d26ba4-f676-4570-91e7-ad789f0e373d']","{'kyy_59de41e9-b105-4c69-a886-a5bb65ba9afd': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}, 'gadoo_9dc76677-06be-4cce-aace-6032dbaa3765': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}}",
pagä_ad273850-e38f-4dc0-99c6-e480470ff15f,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,pagä,stem,{'bibliography': 'encontrado em cartilha 4; lição 4'},{},pagʌ,['e15a640f-2051-4b54-92b9-da7fd8180204'],,
gõng_ad75e40d-e34f-4639-8ee4-f2636198b312,,2018-04-03T23:23:26Z,2018-06-20T01:06:55Z,gõng,stem,{'bibliography': 'em cartilha 4; lição 1'},{},gõŋ,['326a56ee-0d71-4230-8bfc-7a1799534060'],,
dokyyh_aebd2424-5dde-472b-b19f-3b6a55834e5a,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,dokyyh,stem,{'bibliography': 'encontrado em cartilha 4; lição 9'},{},dokɨ:h,['f5c835c7-d8fd-4550-86b8-1ae3eee1f424'],,
tsëk_af17fc38-6498-4d80-a76e-ee0c115cd3ab,,2018-03-08T07:17:53Z,2018-06-20T01:06:55Z,tsëk,stem,{'bibliography': 'encontrado em cartilha 4; lição 9'},{},ɟək,['16f88cd2-c7ca-4b31-8341-decc1d29ac0f'],,
redʹoo_b006437b-912f-4b7b-a643-0be0f56b7cab,,2018-03-08T07:17:52Z,2018-06-20T01:10:35Z,redʹoo,stem,{'bibliography': 'cartilha 4; lição 3'},{},ɾedo̰:,,,"{'738bfde9-8123-4d10-80aa-c6d22cac9bdd': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
