headword,ipa,entry_id,matches
ỹỹm,ɨ:̃m,ỹỹm2_b7f8608c-1aaa-4014-b04d-968cde2f7f87,"[('ɨɨm', 'ɨɨm_d43b320e-3a28-431e-897d-97757c461f9f', 0.9285714285714286), ('ỹỹm', 'ỹỹm1_c5454b3c-10c6-4bf4-936d-38c30dd989de', 0.875), ('ỹỹm', 'ỹỹm3_be33ca3b-f6a1-4066-b50a-97e305ec90bb', 0.875)]"
mapah,mapah,mapah1_b822e839-8c6d-40df-b269-0a5a65773509,"[('mabaah', 'mabaah1_4fd676f8-cdb4-436b-87e3-2cc5dcfd33d6', 0.8636363636363636), ('pa', 'pa2_c5ad89ed-d105-49bc-bedc-a759b5d8f327', 0.9), ('mapah', 'mapah2_4ec81927-89b0-4a12-bec2-73014ae75de4', 1.0), ('paah', 'paah_5d6b8726-aa64-4b93-9329-884a1e4b1af8', 0.9285714285714286), ('pa', 'pa1_308fbbfc-68b7-49a4-80ee-e6c9ed0d5044', 0.9), ('mabaah', 'mabaah2_a7203acf-034b-4299-9e1a-f9382783d0ae', 0.8636363636363636)]"
hỹỹj,hɨ:̃j,hỹỹj1_b8de92d9-5f80-44ee-a6c1-83a6ea312225,"[('hyyj', 'hyyj_49643aa0-9b00-45bc-9a06-f4da8d189eaf', 0.9444444444444444), ('hỹỹj', 'hỹỹj2_53908455-3b39-4ca5-bc5b-bdcd9f258d77', 0.9), ('hɨ̃ːj', 'hɨ̃ːj_4462532d-74ae-455b-8433-5a21f8021359', 1.0)]"
moo wät,mo: wʌt,moo wät_b93d35b5-362a-4a1e-9cc9-ebca8539a59b,"[('wät', 'wät2_6f82fc68-dc2b-409a-86de-9dcd3f28347e', 1.0), ('awät', 'awät_94af7d8a-ba5e-4b2b-9ef7-cfa69923b978', 0.8571428571428571)]"
kamehʹããk,kameha̰:̃k,kamehʹããk_b9854493-0765-4b65-b7db-af82e21453d5,"[('hxãak', 'hxãak_349f393a-4584-4d98-8af4-8b0677f466bf', 0.9545454545454546), ('haːk', 'haːk_c0fa3ce4-38f4-40ac-bb8c-1f8ae64f949f', 0.9)]"
sëh,ʃəh,sëh_b9ee0750-e9ca-42a4-b61c-4fb14998e2c4,"[('s’ëëh', 's’ëëh_c2500249-3e46-4056-8e86-6d258b177a45', 0.875)]"
hʹyy gaẽẽnh,hɨ̰: gae:̃ɲ,hʹyy gaẽẽnh_ba2b5a64-2e14-4e6d-9866-8002f7689342,"[('gajeenh', 'gajeenh_7ed65294-18c4-4aec-a788-637cd21a6b3a', 0.875)]"
tsʹooh,tʃo̰:h,tsʹooh_ba2c8ff0-d117-4d2f-bb75-32e1760fe9de,"[('tsʹoog', 'tsʹoog_9e1ed034-5c26-4a40-a9ed-6952de801cd2', 0.875)]"
nũːh,nũ:h,nũːh_ba8e92bb-bb4e-4c35-8130-8f8904c855b7,"[('nuuh', 'nuuh_98b2fa13-5514-4958-bbe6-86001f73c6a4', 0.9444444444444444)]"
masook,maʃo:k,masook2_bad07ccf-c8ca-47a3-b227-48abab0ed633,"[('soog', 'soog_249fa31d-fe1c-46ef-a586-8da434b2d806', 0.875), ('masoo', 'masoo_9ce33e0d-aa4c-444b-921e-bcdca4f98778', 0.9090909090909091), ('masook', 'masook1_c48a21f1-805b-46a2-b9e7-706d9679045a', 1.0), ('soo', 'soo1_8d4ce206-887a-448d-a7db-8239d7cbeccf', 0.8571428571428571), ('ʃoːʔ', 'ʃoːʔ_634a34c1-ac25-46b2-88d0-2498c1253e6f', 0.8571428571428571)]"
gʹẽẽ,gḛ:̃,gʹẽẽ2_bb15228e-b935-4dde-918a-fc235e9393cd,"[('gẽẽ', 'gẽẽ_858f47d7-80ff-4b93-886a-a0df148bff9b', 0.9444444444444444), ('gʹẽẽ', 'gʹẽẽ1_940cc5b0-93a4-4d38-ad1a-77c33f6a1ca2', 1.0)]"
ji metyy doo,ji metɨ: do:,ji metyy doo_bb981eb0-8686-4579-88a8-2fd9c910caa5,"[('dooh', 'dooh2_f50666b1-7d7e-449a-8205-0cda6a02f920', 0.9285714285714286), ('dooh', 'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4', 0.9285714285714286), ('doo', 'doo2_53082cdc-d65b-4949-9404-3a47fd80f8b5', 1.0), ('doo', 'doo3_b37dc192-f0fc-4fc4-acf9-e4423cdd81e1', 1.0), ('doo', 'doo1_96f3879f-cf4c-469d-ac46-4a89f9d8374d', 1.0), ('doːh', 'doːh1_d9caa3ff-06cc-413b-a9c7-398060ef979c', 0.9285714285714286), ('doo', 'doo4_8f96a134-db02-4580-a0d5-0599f0a181e1', 1.0)]"
jari,jari,jari2_bbaa0f20-3585-42c0-b1c0-d282645f34a0,"[('jari', 'jari1_8ef2bb28-e416-4ac6-a057-c9b7793195b1', 1.0), ('rii', 'rii_fe01223b-1dfb-48ca-b4be-80ae1b04e1db', 0.9)]"
ahʹỹỹt,ahɨ̰:̃t,ahʹỹỹt_bc76a4f6-6266-4537-88b9-2837a102a9e1,"[('kahʹỹỹt', 'kahʹỹỹt_ea2fe099-2a0c-4037-8cc3-845740fe5a85', 0.8666666666666667)]"
atón,atɔn,atón_bc968ce0-9509-4ec9-b8d1-a524b3bef356,"[('tón', 'tón_a00d1bb1-25e3-4c3d-953c-57dd3b546cd4', 1.0)]"
kamag,kamag,kamag_bc987b37-12a6-49c4-a1b8-209cf0f6a9f6,"[('kamak', 'kamak_dfae89f9-0470-48cd-9b48-c0d0ab77f609', 0.9), ('gamãg', 'gamãg_442a9fb3-e66d-4f8c-a0fc-2291cbef737a', 0.8636363636363636)]"
tahoːh,taho:h,tahoːh_bccaeab6-2645-401a-a5e2-394defe8de7d,"[('tahoh', 'tahoh_a4a0b6ab-42e7-4223-95dc-11ad8b23e9ee', 0.9545454545454546), ('ho̰ːh', 'ho̰ːh_44f1f84c-e4df-4217-88eb-ef261c0b564d', 0.9444444444444444), ('hɔːh', 'hɔːh_f900068e-bcdb-4841-8547-ba76b0bd11be', 0.875), ('hʹooh', 'hʹooh_cdd344c3-6d2f-4e37-b2a3-cf9d784437f7', 0.9444444444444444), ('hoːh', 'hoːh_a8ed36ac-b900-49b9-9623-69d3aa0f1558', 1.0), ('hʹoo', 'hʹoo2_4113864d-2d85-4f29-909e-f8deb4a55023', 0.875), ('tahóh', 'tahóh_7d735435-5f43-4a8a-94db-87f4e51b960a', 0.8636363636363636), ('h’ooh', 'h’ooh_c95ea861-4c45-4a1a-8ef3-688bec4eb1f7', 0.9444444444444444)]"
s’oow,ʃo̰:w,s’oow_bd149bf3-7f4c-42b9-901c-045655c034c8,"[('sʹoow', 'sʹoow_6a95cdaa-7d5e-4688-95a3-6ecb4731f4a4', 1.0)]"
jarana,jarana,jarana2_bd32e479-6d6f-4eb6-9231-117817f4d9e0,"[('ana', 'ana_e31f4062-bf6c-4316-ba96-271f1e728541', 0.8571428571428571), ('na', 'na1_0126d0ce-96ed-408a-bd28-66f3a462840f', 1.0), ('na', 'na3_fa915d92-ea88-4f0a-9ced-ef2f7a30fe8d', 1.0), ('jarana', 'jarana1_7ed1327f-e40d-4e09-8a0e-7b022090c381', 1.0), ('na', 'na2_502c638d-8616-4812-b966-7966da16815b', 1.0), ('na', 'na4_2df851cc-b722-41ba-aac8-b28779debd8c', 1.0)]"
abii,abi:,abii_bd3c588b-d116-42fc-b238-1c92088338e2,"[('biin', 'biin1_b2e517bb-acfb-4a33-9270-f9596069cab5', 0.8571428571428571), ('biin', 'biin2_d5f5134a-adda-4de8-949a-b01dde299ee5', 0.8571428571428571), ('biin', 'biin3_e6e5bae8-d2ad-412e-b701-c994681eb9d5', 0.8571428571428571), ('biːʃ', 'biːʃ_4e4766cf-1634-41cf-8f2b-8a53fcce110d', 0.8571428571428571)]"
tsawaaj,tʃawa:j,tsawaaj_bd4ddf53-09b2-485e-bb4b-06c84d176264,"[('ɟawaːj', 'ɟawaːj_b03fc85e-ed55-4fb1-a5b5-02f36f54c659', 1.0), ('wɤːj', 'wɤːj_17bd0a2e-c26a-47a3-88c5-d757cac06a9f', 0.875), ('wã̰ːj', 'wã̰ːj_b7f7bcc6-d22c-4598-833a-df8db3b72e71', 0.9), ('waa', 'waa1_36bdcbb1-66cb-47fc-a7ce-1204359c2a61', 0.8571428571428571)]"
kanapiih,kanapi:h,kanapiih2_bd918020-46ec-4386-951e-fac4fbba4784,"[('kanapiih', 'kanapiih1_47fe5b8e-3eb3-4166-9d21-9e255bfeb45d', 1.0)]"
mataːp,mata:p,mataːp_bdf299b5-88bf-4c21-b8e8-ab6aa7c846e3,"[('daap', 'daap_2c5b7407-1bb9-4ee2-b743-8ad9b0f2f316', 0.875)]"
ỹỹm,ɨ:̃m,ỹỹm3_be33ca3b-f6a1-4066-b50a-97e305ec90bb,"[('ɨɨm', 'ɨɨm_d43b320e-3a28-431e-897d-97757c461f9f', 0.9285714285714286), ('ỹỹm', 'ỹỹm2_b7f8608c-1aaa-4014-b04d-968cde2f7f87', 0.875), ('ỹỹm', 'ỹỹm1_c5454b3c-10c6-4bf4-936d-38c30dd989de', 0.875)]"
baɾajaːʔ,baraja:,baɾajaːʔ_be39ff9b-9dbb-4c1d-a9d1-2057f788873a,"[('jaah', 'jaah_73c5535f-972b-4711-b80a-904d9c468a08', 0.9285714285714286), ('barajaa', 'barajaa2_e50cdd50-e263-4c36-8427-a1576df4ce0c', 1.0), ('j’aa', 'j’aa_b7a0d5d6-dde2-42b6-ab7b-0d0db44ad378', 0.9285714285714286), ('barajaa', 'barajaa1_8bcc805c-c353-4304-baca-d3128a24e769', 1.0), ('ja̰ːʔ', 'ja̰ːʔ_6b9116ec-f02f-4b64-8159-8be45e5e7321', 0.9285714285714286)]"
gawẽn,gawẽn,gawẽn_becd4522-bfee-498e-b034-69e35d3915d9,"[('awẽn', 'awẽn_67ab9868-f5fd-4e70-ba5e-05f6f1fc08f3', 0.9090909090909091)]"
awäng,awʌŋ,awäng_bf428c83-f99e-46c5-9eda-3733b60a7d09,"[('wäng', 'wäng_32c1318b-5ca9-4b72-a7b9-e465bcd32c3a', 1.0)]"
mehëëm doo,mehə:m do:,mehëëm doo_bfd36b12-009d-4741-aa26-24642c4403ca,"[('dooh', 'dooh2_f50666b1-7d7e-449a-8205-0cda6a02f920', 0.9285714285714286), ('dooh', 'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4', 0.9285714285714286), ('doo', 'doo2_53082cdc-d65b-4949-9404-3a47fd80f8b5', 1.0), ('ji mehëëm doo', 'ji mehëëm doo_41cdd323-ee8c-4975-aba4-daf5052fc895', 0.8695652173913043), ('doo', 'doo3_b37dc192-f0fc-4fc4-acf9-e4423cdd81e1', 1.0), ('doo', 'doo1_96f3879f-cf4c-469d-ac46-4a89f9d8374d', 1.0), ('doːh', 'doːh1_d9caa3ff-06cc-413b-a9c7-398060ef979c', 0.9285714285714286), ('doo', 'doo4_8f96a134-db02-4580-a0d5-0599f0a181e1', 1.0)]"
haːk,ha:k,haːk_c0fa3ce4-38f4-40ac-bb8c-1f8ae64f949f,"[('haa', 'haa_6a83eb37-c1ab-4dc2-8210-1d9195abca43', 0.8571428571428571), ('hxãak', 'hxãak_349f393a-4584-4d98-8af4-8b0677f466bf', 0.9444444444444444)]"
wawii,wawi:,wawii_c1914a3d-013e-48cb-a439-131acd70b45e,"[('wiːʔ', 'wiːʔ_6775cf67-0f92-4ae5-a67c-dcd6102dce40', 1.0), ('wii', 'wii_8a4348e9-3bfb-46f0-8cd1-c70242ed07b9', 1.0)]"
ji etook doo,ji eto:k do:,ji etook doo_c1ddf700-e8d5-4369-a3ea-1e2cd3593151,"[('dooh', 'dooh2_f50666b1-7d7e-449a-8205-0cda6a02f920', 0.9285714285714286), ('dooh', 'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4', 0.9285714285714286), ('doo', 'doo2_53082cdc-d65b-4949-9404-3a47fd80f8b5', 1.0), ('doo', 'doo3_b37dc192-f0fc-4fc4-acf9-e4423cdd81e1', 1.0), ('doo', 'doo1_96f3879f-cf4c-469d-ac46-4a89f9d8374d', 1.0), ('doːh', 'doːh1_d9caa3ff-06cc-413b-a9c7-398060ef979c', 0.9285714285714286), ('doo', 'doo4_8f96a134-db02-4580-a0d5-0599f0a181e1', 1.0)]"
 =tsyym,  tʃɨ:m,=tsyym_c1e709fa-6d3b-4ad6-b4aa-725e949fa179,"[('ɟɯːʔ', 'ɟɯːʔ2_848fc074-d423-48a0-92ca-90f8e8726e7e', 0.8888888888888888), ('ɟɯːʔ', 'ɟɯːʔ1_1edee5a9-55fe-42b8-b44e-cde6c5f9d4db', 0.8888888888888888)]"
sét nado,ʃɛt nado,sét nado_c209e7dd-129a-49b3-b491-4d9f0b62e191,"[('doo', 'doo4_8f96a134-db02-4580-a0d5-0599f0a181e1', 0.9), ('doo', 'doo3_b37dc192-f0fc-4fc4-acf9-e4423cdd81e1', 0.9), ('doo', 'doo2_53082cdc-d65b-4949-9404-3a47fd80f8b5', 0.9), ('doo', 'doo1_96f3879f-cf4c-469d-ac46-4a89f9d8374d', 0.9)]"
hɨng,hɨŋ,hɨng_c2196b35-b617-4183-bf93-d69cdaf45800,"[('ahyng', 'ahyng2_93bb3cb3-59d5-4623-be9c-d38df3e2842c', 0.8571428571428571)]"
boj,boj,boj_c23a0ba2-7d0a-4ada-838e-7864cf0a7b9c,"[('booj', 'booj_3c9337be-a478-493e-bed4-c0f035f02c63', 0.9285714285714286)]"
s’ëëh,ʃə̰:h,s’ëëh_c2500249-3e46-4056-8e86-6d258b177a45,"[('ʃɤːʔ', 'ʃɤːʔ_77981701-bff1-498b-a88b-f2ff0d46a7a2', 0.875), ('sëh', 'sëh_b9ee0750-e9ca-42a4-b61c-4fb14998e2c4', 0.875)]"
majoor,majo:r,majoor_c276c6b7-c47e-43a9-a101-732c26dbba0d,"[('majoːɾ', 'majoːɾ_736c5590-b31b-4510-b141-5baa8624fc3f', 1.0)]"
gas’yys,gaʃɨ̰:ʃ,gas’yys_c31e8d45-61a7-47bf-b5aa-296c58a8d731,"[('sʹĩĩs', 'sʹĩĩs_04a67789-1620-4fc0-84d2-208fb49de8d2', 0.8636363636363636)]"
masook,maʃo:k,masook1_c48a21f1-805b-46a2-b9e7-706d9679045a,"[('soog', 'soog_249fa31d-fe1c-46ef-a586-8da434b2d806', 0.875), ('masook', 'masook2_bad07ccf-c8ca-47a3-b227-48abab0ed633', 1.0), ('masoo', 'masoo_9ce33e0d-aa4c-444b-921e-bcdca4f98778', 0.9090909090909091), ('soo', 'soo1_8d4ce206-887a-448d-a7db-8239d7cbeccf', 0.8571428571428571), ('ʃoːʔ', 'ʃoːʔ_634a34c1-ac25-46b2-88d0-2498c1253e6f', 0.8571428571428571)]"
manäh,manʌh,manäh_c495f6aa-c045-4ac5-93b7-4893ac314a2a,"[('enäh', 'enäh_202b8b72-addc-461d-bc6f-61c26dcf54fb', 0.8571428571428571), ('nä', 'nä_4b7f5948-bdce-4500-aff6-a4162c201a26', 0.9)]"
dawɯd,dawɨd,dawɯd_c4b366b9-6429-4cf6-9f6e-a0848ac48085,"[('wɨɨd', 'wɨɨd_9d9354e7-2fe3-4abe-a360-cc883a42bff6', 0.9285714285714286)]"
ỹỹm,ɨ:̃m,ỹỹm1_c5454b3c-10c6-4bf4-936d-38c30dd989de,"[('ɨɨm', 'ɨɨm_d43b320e-3a28-431e-897d-97757c461f9f', 0.9285714285714286), ('ỹỹm', 'ỹỹm2_b7f8608c-1aaa-4014-b04d-968cde2f7f87', 0.875), ('ỹỹm', 'ỹỹm3_be33ca3b-f6a1-4066-b50a-97e305ec90bb', 0.875)]"
wéén tëëg,wɛ:n tə:g,wéén tëëg_c58137ca-5fbf-4bf7-9557-d9503bd26be0,"[('tëëng', 'tëëng_973a6d9c-adec-4a58-98e0-2ac2c9961a59', 0.875), ('tëg', 'tëg_3e9706fe-48bd-40b2-95c5-b58ca6cc9388', 0.9285714285714286), ('tyyg', 'tyyg_aa58bcaf-dbda-4802-ad73-a4a3d2881445', 0.875)]"
p’yym,pɨ̰:m,p’yym1_c58f3f30-b24e-49b3-89c7-a8dbbcc5fc5b,"[('p’yym', 'p’yym2_53980f41-3bde-459e-b49d-347aab65296a', 1.0), ('pʹyym', 'pʹyym_48a754db-ea05-4440-bcad-eec33e19477e', 1.0)]"
ɟabud,tʃabud,ɟabud_c59dda44-a224-4265-8c63-5a694be26e01,"[('tsabud', 'tsabud_a11cacd5-6a89-4610-a116-102feb4799f7', 1.0)]"
padëëk,padə:k,padëëk2_c5a1d925-6abb-4768-b075-d78b9ce0ee53,"[('dyyk', 'dyyk_6a1391bb-1f7a-4415-8f8e-23390fb46721', 0.875)]"
pa,pa,pa2_c5ad89ed-d105-49bc-bedc-a759b5d8f327,"[('pa', 'pa1_308fbbfc-68b7-49a4-80ee-e6c9ed0d5044', 1.0)]"
byyh,bɨ:h,byyh_c6283908-ed9f-4529-ab22-f0a452ed88b6,"[('bëëh', 'bëëh1_962a8de8-7f65-4e60-b8a4-c16d27943a32', 0.875), ('byy', 'byy_f9c7c3ad-da4f-4387-9548-a0bbcc776ce5', 0.9285714285714286), ('yyh', 'yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8', 0.8571428571428571), ('bʉʉh', 'bʉʉh_48d9cff6-c6db-4cc8-83db-4adadfe1b13d', 0.875), ('bëëh', 'bëëh2_59d8bf5a-dd20-44e8-b7a9-5081bab044ae', 0.875)]"
ɟakod,tʃakod,ɟakod_c6a20b3f-d2ad-402a-bcf7-ced8a9d76729,"[('takod', 'takod1_b4a9928d-a6e7-43f6-8956-769d02980cf9', 0.9090909090909091), ('takod', 'takod2_a630902b-b26a-4906-870e-2c4c62b001b1', 0.9090909090909091)]"
kaj-pa,kaj pa,kaj-pa_c75e2b47-943e-494b-84fa-6a2c5cd7d6d3,"[('pa', 'pa2_c5ad89ed-d105-49bc-bedc-a759b5d8f327', 1.0), ('pa', 'pa1_308fbbfc-68b7-49a4-80ee-e6c9ed0d5044', 1.0)]"
ɾuɲ,ruɲ,ɾuɲ_c78e3c36-0f7b-4e27-ae42-5391ecaa33b0,"[('ɾṵːɲ', 'ɾṵːɲ_4ae8608d-42ec-4b15-b5f6-62cf14285128', 0.875)]"
tatsëë,tatʃə:,tatsëë_c7995d79-a53a-4ee3-ba03-b6b43eeea58c,"[('ʃɤːʔ', 'ʃɤːʔ_77981701-bff1-498b-a88b-f2ff0d46a7a2', 0.8571428571428571), ('ɟɯːʔ', 'ɟɯːʔ2_848fc074-d423-48a0-92ca-90f8e8726e7e', 0.875), ('ɟɯːʔ', 'ɟɯːʔ1_1edee5a9-55fe-42b8-b44e-cde6c5f9d4db', 0.875)]"
gód,gɔd,gód1_c8bf4c45-4267-46ab-b762-3812481e1fef,"[('gód', 'gód2_afb44df8-075a-40c9-8eed-b4be294caa89', 1.0)]"
aëëk,aə:k,aëëk_c92360d1-bfc8-45ff-acd1-12983ebc7aee,"[('ʔək', 'ʔək_4736ff14-7951-4702-8420-4b761777ed50', 0.9), ('ëk', 'ëk_ddd21a10-4d81-464a-a237-cf3195a8f0c5', 0.9), ('asëëk', 'asëëk_a66ea5e8-0c6b-4415-bf0f-ed7c04faaca2', 0.8888888888888888), ('eëëk', 'eëëk_a6772535-05f5-4859-8007-ff6a89c86664', 0.8571428571428571), ('atëëk', 'atëëk_e4926732-ea43-4a15-986d-9d6de8130da2', 0.8888888888888888)]"
ty kawõõt,tɨ kawo:̃t,ty kawõõt_c9573917-f207-4d1c-b308-940b99075dc7,"[('wɔ̃ːt', 'wɔ̃ːt_16f181d2-7557-4c0e-98e2-1e485ebad0cb', 0.9)]"
h’ooh,ho̰:h,h’ooh_c95ea861-4c45-4a1a-8ef3-688bec4eb1f7,"[('hxóóh', 'hxóóh2_b044b02d-9a90-4a89-97f6-6723b314e380', 0.9), ('hʹooh', 'hʹooh_cdd344c3-6d2f-4e37-b2a3-cf9d784437f7', 1.0), ('ho̰ːh', 'ho̰ːh_44f1f84c-e4df-4217-88eb-ef261c0b564d', 1.0), ('hʹoo', 'hʹoo2_4113864d-2d85-4f29-909e-f8deb4a55023', 0.9444444444444444), ('hoːh', 'hoːh_a8ed36ac-b900-49b9-9623-69d3aa0f1558', 0.9444444444444444)]"
ejooh,ejo:h,ejooh_c974a407-e86b-4fe2-9a3d-fadf2bbb7e83,"[('yóóh', 'yóóh_610712e1-1290-4290-82f3-37d1b18d75d4', 0.875), ('jʹooh', 'jʹooh_88a205a3-9984-4a54-9fe3-064317482daa', 0.9444444444444444), ('ajooh', 'ajooh_6b941ece-fe4f-4d4e-a905-9b463ae697d4', 0.8888888888888888), (""j'ooh"", 'j&apos;ooh_ff2984bb-c88c-4390-b49c-de234bf22ec5', 0.9444444444444444)]"
hahỹỹh,hahɨ:̃h,hahỹỹh_c9b7d1df-1bb9-48d2-a71c-af0fdd38ed70,"[('hɨɨh', 'hɨɨh1_4a6af09e-19e4-45b8-8276-00edcd7b1ff8', 0.9444444444444444), ('hɨɨh', 'hɨɨh2_20301e80-fb96-4e39-b432-945f8939c012', 0.9444444444444444), ('hỹỹh', 'hỹỹh_e2aac6ce-87d1-4108-8519-38b7d7501b1a', 0.9)]"
tɨːw,tɨ:w,tɨːw_c9ecfce1-ed8a-4335-8793-9b265a3f6bd5,"[('tɨɨ', 'tɨɨ_e4e003b3-b87d-4e64-853a-137ee8f53b2f', 0.8571428571428571), ('tyyw', 'tyyw_87e0c426-d593-4ca1-8704-61dc46d5dc73', 1.0)]"
jaw’ëëj,jawə̰:j,jaw’ëëj_ca32c043-64c6-4e57-bc22-bf16c5a11551,"[('jawʹëëj', 'jawʹëëj_7fe321e9-23f6-4491-9470-7bad482bbd8e', 1.0), ('wɤːj', 'wɤːj_17bd0a2e-c26a-47a3-88c5-d757cac06a9f', 0.9444444444444444), ('wʹëënh', 'wʹëënh_d1568243-8849-4f87-835e-bc168b791fa3', 0.9), ('wã̰ːj', 'wã̰ːj_b7f7bcc6-d22c-4598-833a-df8db3b72e71', 0.8636363636363636)]"
pʌʔ,pʌ,pʌʔ1_cad2429f-304a-437a-ac65-bad608ba9e61,"[('pä', 'pä_f147e3d8-5601-4640-b31b-4fd6d06fa113', 1.0)]"
nabuuj,nabu:j,nabuuj_cb6fe9b5-c752-4979-abff-e6d8db6d476b,"[('booj', 'booj_3c9337be-a478-493e-bed4-c0f035f02c63', 0.875), ('buuj', 'buuj_54613d00-08ea-44ed-b996-59610ba3cac6', 1.0)]"
gɔːɾ,gɔ:r,gɔːɾ_cbc735ec-3a11-421f-82fa-4ca23abfd0c0,"[('goor', 'goor_78eea66c-9fe0-4ee5-a7ca-79a089efa999', 0.875)]"
jamɔg,jamɔg,jamɔg_cc35fe75-2dbf-432f-a1fa-1c3e802dd99d,"[('jamog', 'jamog_8e957d4c-e10d-4870-87b6-9dfd6ee44b85', 0.9)]"
benäng,benʌŋ,benäng_cc9d7f0b-5b7b-4bea-afb4-a27edf0f81fc,"[('näng', 'näng_d60ff176-1202-4425-98d3-4a3ae5fa1644', 1.0)]"
maa newyy,ma: newɨ:,maa newyy_cd04d1f4-798e-4386-a0b1-32115fafe1fc,"[('wyyw', 'wyyw_53e36f05-f876-4b30-9d3d-4be4ec11a4ec', 0.8571428571428571), ('wɨɨd', 'wɨɨd_9d9354e7-2fe3-4abe-a360-cc883a42bff6', 0.8571428571428571)]"
h’ÿÿw,h?̰:w,h’ëëw/h’yyw_cd431f73-caef-44e2-8c8c-bfdab027a9f5,"[('hÿÿw', 'hëëw/hyyw_e3e69eca-b141-4371-89c7-fb0f3deefb05', 0.9444444444444444)]"
hʹooh,ho̰:h,hʹooh_cdd344c3-6d2f-4e37-b2a3-cf9d784437f7,"[('hxóóh', 'hxóóh2_b044b02d-9a90-4a89-97f6-6723b314e380', 0.9), ('ho̰ːh', 'ho̰ːh_44f1f84c-e4df-4217-88eb-ef261c0b564d', 1.0), ('hʹoo', 'hʹoo2_4113864d-2d85-4f29-909e-f8deb4a55023', 0.9444444444444444), ('hoːh', 'hoːh_a8ed36ac-b900-49b9-9623-69d3aa0f1558', 0.9444444444444444), ('h’ooh', 'h’ooh_c95ea861-4c45-4a1a-8ef3-688bec4eb1f7', 1.0)]"
ewëën,ewə:n,ewëën_cf2ba2cf-1b12-4871-8529-c04cfe09aa5f,"[('ʉʉn', 'ʉʉn_eb201827-9f6d-4018-a8dd-e4f259bf9838', 0.8571428571428571), ('wɤːʔ', 'wɤːʔ_9485bb49-c230-459f-b30e-231a60b19150', 0.8571428571428571), ('wëë', 'wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5', 0.8571428571428571)]"
sanajooh,ʃanajo:h,sanajooh_cf70f282-1827-4664-bc8f-4edb4e054802,"[('yóóh', 'yóóh_610712e1-1290-4290-82f3-37d1b18d75d4', 0.875), ('jʹooh', 'jʹooh_88a205a3-9984-4a54-9fe3-064317482daa', 0.9444444444444444), ('ʃanãjoːʔ', 'ʃanãjoːʔ_bbb30dd3-8d2d-4e61-9338-801fbdf58e0a', 0.9375), (""j'ooh"", 'j&apos;ooh_ff2984bb-c88c-4390-b49c-de234bf22ec5', 0.9444444444444444), ('ajooh', 'ajooh_6b941ece-fe4f-4d4e-a905-9b463ae697d4', 0.9090909090909091), ('sanajoo', 'sanajoo_2d51eef7-3530-450e-9048-2652a3aef93c', 0.9666666666666667), ('ejooh', 'ejooh_c974a407-e86b-4fe2-9a3d-fadf2bbb7e83', 0.8888888888888888)]"
oow,o:w,oow2_d04af342-ffb6-4ca8-806b-a630870f74ee,"[('oow', 'oow1_eb8de02c-9b06-4ddc-af7a-cba13637ac34', 1.0), ('ʔoːw', 'ʔoːw1_f450e27e-ab41-4277-a9ec-2d5c346698a5', 1.0)]"
pɔ̰p,pɔ̰p,pɔ̰p_d09386a8-6bbf-4a0f-8a4b-6ab7693b239a,"[('pʹop', 'pʹop_663cf027-4684-4541-a231-ff7dea82110f', 0.875)]"
sũũs,ʃu:̃ʃ,sũũs_d0c4a398-72c0-465e-b5f5-09f1d2d9152a,"[('sus', 'sus_3202a661-7935-4b2c-8a56-eee0585ad265', 0.875)]"
ajëk,ajək,ajëk1_d188f989-00c1-406f-a993-84ae8a95254d,"[('yʉ́k', 'yʉ́k_8ea98caa-1b27-401e-bea3-7d9728cb33e4', 0.8571428571428571)]"
warahen,warahen,warahen1_d19ed409-f161-40d6-90a9-dede5c019714,"[('warahen', 'warahen2_9f60eea4-12af-4bff-b76f-4b605295b5a8', 1.0)]"
kejëm doo,kejəm do:,kejëm doo_d261fa7b-8471-4574-9d0f-7ea415f23a8f,"[('dooh', 'dooh2_f50666b1-7d7e-449a-8205-0cda6a02f920', 0.9285714285714286), ('dooh', 'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4', 0.9285714285714286), ('doo', 'doo2_53082cdc-d65b-4949-9404-3a47fd80f8b5', 1.0), ('doo', 'doo3_b37dc192-f0fc-4fc4-acf9-e4423cdd81e1', 1.0), ('doo', 'doo1_96f3879f-cf4c-469d-ac46-4a89f9d8374d', 1.0), ('doːh', 'doːh1_d9caa3ff-06cc-413b-a9c7-398060ef979c', 0.9285714285714286), ('doo', 'doo4_8f96a134-db02-4580-a0d5-0599f0a181e1', 1.0)]"
dɛn,dɛn,dɛn_d2b3947a-62a9-499f-a2db-b953e9ae2cd0,"[('dén', 'dén_a34486b3-8510-4e08-b3a3-222244121a73', 1.0)]"
